/m/031y2;/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer;/m/0dxmyh;MISS_149;MISS_2636
/m/0fqy4p;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/0ds3t5x;43;480
/m/0cy__l;/film/film/film_format;/m/0cj16;881;1
/m/06dkzt;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02qyp19;10;3
/m/01nkxvx;/music/artist/origin;/m/0pswc;591;257
/m/032w8h;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/01fx5l;2;5
/m/0ds1glg;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;4;1
/m/0f4x7;/award/award_category/nominees./award/award_nomination/nominated_for;/m/06t6dz;3;54
/m/038723;/people/ethnicity/people;/m/01wk7b7;40;2383
/m/03bx0bm;/music/performance_role/regular_performances./music/group_membership/group;/m/016ppr;5;29
/m/0378zn;/film/actor/film./film/performance/film;/m/0fy34l;55;11
/m/0lvng;/education/educational_institution/colors;/m/083jv;279;1
/m/02c7lt;/people/deceased_person/place_of_death;/m/030qb3t;409;1
/m/01k5zk;/film/actor/film./film/performance/film;/m/0jqn5;2081;954
/m/01rr_d;/education/educational_degree/people_with_this_degree./education/education/student;/m/083pr;6;169
/m/01qd_r;/education/educational_institution/colors;/m/01l849;71;2
/m/01xqw;/music/instrument/instrumentalists;/m/032t2z;53;44
/m/0dj75;/food/food/nutrients./food/nutrition_fact/nutrient;/m/04zjxcz;1;1
/m/01qn8k;/people/person/gender;/m/02zsn;2206;2
/m/04gp58p;/film/film/language;/m/02h40lc;1;1
/m/088gzp;/education/educational_institution/students_graduates./education/education/student;/m/0ddfph;67;2386
/m/0c8qq;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;2;1
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/02jztz;2;91
/m/019v9k;/education/educational_degree/people_with_this_degree./education/education/institution;/m/0ym20;3;290
/m/059_c;/common/topic/webpage./common/webpage/category;/m/08mbj5d;778;1
/m/031x_3;/people/person/profession;/m/09jwl;268;3
/m/02y0js;/people/cause_of_death/people;/m/01jrs46;6;829
/m/02fn5r;/music/group_member/membership./music/group_membership/role;/m/02w3w;58;42
/m/059j4x;/people/person/profession;/m/02jknp;221;2
/m/0bzty;/location/location/contains;/m/0ggyr;1;1
/m/099flj;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0bmhvpr;23;30
/m/073749;/film/actor/film./film/performance/film;/m/026hxwx;50;59
/m/02y6fz;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/0jmnl;4;1688
/m/01vtmw6;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01bgqh;15;1
/m/06fvc;/dataworld/gardening_hint/split_to;/m/019sc;MISS_1;MISS_1
/m/0b_734;/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team;/m/02ptzz0;15;3
/m/07fpm3;/film/actor/film./film/performance/film;/m/0d6_s;1347;1190
/m/0gd92;/film/film/featured_film_locations;/m/02_286;757;1
/m/0c8hct;/people/person/nationality;/m/09c7w0;7;1
/m/01s695;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/02f1c;3;11
/m/028dcg;/education/educational_degree/people_with_this_degree./education/education/major_field_of_study;/m/05qfh;1;1
/m/01zkxv;/influence/influence_node/influenced_by;/m/07zl1;7;14
/m/028dcg;/education/educational_degree/people_with_this_degree./education/education/institution;/m/0gl5_;3;16
/m/060c4;/organization/role/leaders./organization/leadership/organization;/m/01hb1t;1;32
/m/02ckl3;/education/educational_institution/school_type;/m/05pcjw;552;3
/m/04xbr4;/people/person/place_of_birth;/m/0d9jr;383;17
/m/083shs;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0dxtw;429;1
/m/0cp08zg;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0b90_r;72;8
/m/01jfrg;/film/actor/film./film/performance/film;/m/0fb7sd;609;400
/m/0htcn;/people/person/profession;/m/0dxtg;87;1
/m/0rydq;/base/biblioness/bibs_location/country;/m/09c7w0;5;1
/m/026t6;/music/instrument/instrumentalists;/m/01v3s2_;1;3
/m/02cx72;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02x17c2;16;4
/m/02rjjll;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/017j6;1;97
/m/0jm3v;/sports/sports_team/sport;/m/018w8;1;1
/m/01ycfv;/people/person/places_lived./people/place_lived/location;/m/02_286;46;1
/m/0gqyl;/award/award_category/winners./award/award_honor/ceremony;/m/0fz2y7;1;1
/m/0233qs;/music/genre/artists;/m/01wbl_r;32;123
/m/0kz2w;/organization/organization/headquarters./location/mailing_address/state_province_region;/m/05k7sb;183;3
/m/013y1f;/music/instrument/instrumentalists;/m/01p95y0;6;60
/m/0565cz;/people/person/profession;/m/039v1;25;2
/m/0gjc4d3;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/04gzd;37;6
/m/0f1sm;/location/hud_county_place/place;/m/0f1sm;MISS_1;MISS_1
/m/04wgh;/organization/organization_member/member_of./organization/organization_membership/organization;/m/0b6css;27;4
/m/0gjc4d3;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/035qy;17;2
/m/05z55;/food/food/nutrients./food/nutrition_fact/nutrient;/m/0h1zw;1;2
/m/084l5;/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school;/m/01wdj_;38;14
/m/01fwpt;/film/actor/film./film/performance/film;/m/025rxjq;5;10
/m/0478__m;/people/person/profession;/m/0nbcg;151;5
/m/0135p7;/common/topic/webpage./common/webpage/category;/m/08mbj5d;781;1
/m/020_4z;/people/person/nationality;/m/07ssc;142;1
/m/053tj7;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;226;1
/m/0bhwhj;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;241;1
/m/0gqyl;/award/award_category/nominees./award/award_nomination/nominated_for;/m/016z7s;22;260
/m/05q7874;/film/film/language;/m/02h40lc;1;1
/m/03bnv;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0m2l9;1;3
/m/0crfwmx;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rjj;14;2
/m/0yfp;/people/person/profession;/m/0dxtg;3;1
/m/05rx__;/influence/influence_node/influenced_by;/m/081nh;22;21
/m/03rg2b;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0154j;163;11
/m/014d4v;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/05qt0;107;24
/m/012xdf;/people/person/profession;/m/02hrh1q;35;1
/m/03pvt;/people/person/spouse_s./people/marriage/type_of_union;/m/01g63y;2648;1
/m/01twdk;/film/actor/film./film/performance/film;/m/07kb7vh;1459;1466
/m/05rx__;/influence/influence_node/influenced_by;/m/014z8v;23;1
/m/03339m;/music/genre/artists;/m/01516r;142;553
/m/0408m53;/film/film/genre;/m/06cvj;116;4
/m/05txrz;/people/person/profession;/m/0np9r;472;4
/m/0g768;/music/record_label/artist;/m/094xh;6;310
/m/05c6073;/music/genre/parent_genre;/m/06by7;41;1
/m/0n85g;/music/record_label/artist;/m/01vrkdt;13;534
/m/01p8s;/location/country/form_of_government;/m/01d9r3;15;1
/m/02qnyr7;/people/person/languages;/m/09s02;20;2
/m/0xhtw;/music/genre/artists;/m/01wkmgb;1;16
/m/051wwp;/people/person/profession;/m/0cbd2;870;16
/m/031sg0;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0bdwft;47;3
/m/0c7xjb;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;271;1
/m/0ftns;/common/topic/webpage./common/webpage/category;/m/08mbj5d;1587;1
/m/0cx7f;/music/genre/artists;/m/0326tc;5;31
/m/04xvlr;/media_common/netflix_genre/titles;/m/02vnmc9;2;154
/m/0xhtw;/music/genre/artists;/m/01q99h;1;7
/m/024_dt;/award/award_category/winners./award/award_honor/ceremony;/m/05pd94v;4;1
/m/0cqhmg;/award/award_category/winners./award/award_honor/ceremony;/m/09g90vz;1;1
/m/09_b4;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0chghy;6;3
/m/0r6cx;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/0f04v;1;1
/m/0gj96ln;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/02vzc;24;2
/m/024qqx;/media_common/netflix_genre/titles;/m/01s7w3;5;137
/m/05k7sb;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/01x73;4;5
/m/01y8zd;/education/educational_institution/students_graduates./education/education/student;/m/01trf3;30;125
/m/01nyl;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/01nln;3;10
/m/09qvf4;/award/award_category/winners./award/award_honor/ceremony;/m/0bx6zs;18;1
/m/04dn09n;/award/award_category/nominees./award/award_nomination/nominated_for;/m/071nw5;7;299
/m/0ggq0m;/music/genre/artists;/m/031x_3;2;17
/m/045c66;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/06jzh;1;1
/m/03jm6c;/people/person/nationality;/m/09c7w0;3;1
/m/01bcq;/people/person/profession;/m/02hrh1q;120;1
/m/081pw;/film/film_subject/films;/m/014knw;2;104
/m/03twd6;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01znc_;26;3
/m/03bnd9;/common/topic/webpage./common/webpage/category;/m/08mbj5d;16;1
/m/0286gm1;/film/film/genre;/m/060__y;378;7
/m/012x4t;/people/person/profession;/m/0n1h;108;6
/m/06pjs;/people/person/nationality;/m/09c7w0;1;1
/m/049qx;/people/person/profession;/m/0dz3r;219;3
/m/07ssc;/location/location/contains;/m/0kqb0;1;1
/m/01d38t;/award/award_category/winners./award/award_honor/ceremony;/m/09n4nb;2;1
/m/07ssc;/location/location/contains;/m/026m3y;2;107
/m/0bp_b2;/award/award_category/winners./award/award_honor/ceremony;/m/0gx_st;1;1
/m/06crng;/influence/influence_node/influenced_by;/m/01hmk9;3;2
/m/040njc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0286hyp;10;638
/m/05bt6j;/music/genre/artists;/m/0167_s;2;84
/m/04wmvz;/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school;/m/01qrb2;9;185
/m/013zdg;/education/educational_degree/people_with_this_degree./education/education/institution;/m/01y17m;6;285
/m/01271h;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03q27t;313;148
/m/016z43;/film/film/country;/m/09c7w0;24;1
/m/05pd94v;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/09889g;1;41
/m/01cw7s;/award/award_category/winners./award/award_honor/award_winner;/m/02h9_l;7;267
/m/03fbb6;/film/actor/film./film/performance/film;/m/02wwmhc;694;1482
/m/0g60z;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/05l4yg;1;8
/m/08052t3;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/089g0h;86;2
/m/051wf;/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season;/m/026fmqm;2;3
/m/02lj6p;/film/actor/film./film/performance/film;/m/03nx8mj;325;435
/m/0nqph;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;1;1
/m/040rmy;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ylj;102;28
/m/02qlp4;/film/film/genre;/m/02kdv5l;5;1
/m/01x1fq;/music/artist/track_contributions./music/track_contribution/role;/m/01vdm0;1;1
/m/031k24;/film/actor/film./film/performance/film;/m/09gdm7q;213;1306
/m/04bs3j;/common/topic/webpage./common/webpage/category;/m/08mbj5d;1072;1
/m/018y81;/people/person/gender;/m/05zppz;219;1
/m/0f1nl;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/02j62;36;1
/m/01t94_1;/people/person/religion;/m/03_gx;174;1
/m/01mpwj;/education/educational_institution/students_graduates./education/education/student;/m/056wb;2;63
/m/026670;/award/award_nominee/award_nominations./award/award_nomination/award;/m/040njc;33;1
/m/06w7v;/music/instrument/instrumentalists;/m/04kjrv;11;60
/m/07nf6;/location/location/adjoin_s./location/adjoining_relationship/adjoins;/m/070zc;5;1
/m/033hqf;/people/person/gender;/m/05zppz;6;1
/m/0161h5;/film/actor/film./film/performance/film;/m/029jt9;82;101
/m/017mbb;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02f77l;209;15
/m/05zlld0;/film/film/produced_by;/m/05mvd62;1;1
/m/06nvzg;/organization/organization/headquarters./location/mailing_address/citytown;/m/02_286;16;1
/m/0bm2nq;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;18;1
/m/01fkv0;/film/actor/film./film/performance/film;/m/026wlxw;1306;1011
/m/01h0kx;/music/genre/artists;/m/05k79;74;51
/m/0xq63;/location/hud_county_place/county;/m/0n5d1;20;10
/m/02v60l;/people/person/sibling_s./people/sibling_relationship/sibling;/m/023tp8;1;1
/m/0hkqn;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category;/m/02zdwq;85;1
/m/05lb65;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/026zvx7;1;1
/m/02vntj;/base/popstra/celebrity/dated./base/popstra/dated/participant;/m/02tc5y;688;417
/m/05nqz;/base/culturalevent/event/entity_involved;/m/09py7;14;79
/m/04cw0n4;/people/deceased_person/place_of_death;/m/0f2wj;3359;7
/m/027n06w;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0h1x5f;7;21
/m/048xyn;/film/film/genre;/m/082gq;31;2
/m/01clyr;/music/record_label/artist;/m/07mvp;13;92
/m/01svq8;/influence/influence_node/influenced_by;/m/013qvn;12;18
/m/0kctd;/tv/tv_network/programs./tv/tv_network_duration/program;/m/09kn9;9;155
/m/02z13jg;/award/award_category/winners./award/award_honor/award_winner;/m/01qscs;15;25
/m/02qvyrt;/award/award_category/nominees./award/award_nomination/nominated_for;/m/09p3_s;18;77
/m/0pz91;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;28;1
/m/03nnm4t;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/04gnbv1;1;6
/m/05dtsb;/people/person/profession;/m/02hrh1q;10;1
/m/05s34b;/organization/organization/place_founded;/m/02_286;243;1
/m/0227tr;/film/actor/film./film/performance/film;/m/03h3x5;1582;1665
/m/09j_g;/common/topic/webpage./common/webpage/category;/m/08mbj5d;133;1
/m/0glb5;/location/location/time_zones;/m/02llzg;95;2
/m/035s95;/film/film/music;/m/06fxnf;1203;29
/m/0qf3p;/music/artist/track_contributions./music/track_contribution/role;/m/02sgy;335;3
/m/026qnh6;/film/film/featured_film_locations;/m/02bm8;MISS_52;MISS_1642
/m/01718w;/film/film/genre;/m/03k9fj;1055;4
/m/017v3q;/education/educational_institution/students_graduates./education/education/student;/m/0308kx;404;2058
/m/0ck91;/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program;/m/06hwzy;3885;1
/m/02zd460;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/01mkq;1;1
/m/0725ny;/film/actor/film./film/performance/film;/m/018nnz;46;29
/m/01cdt5;/medicine/symptom/symptom_of;/m/0dcp_;3;4
/m/03ds83;/people/person/profession;/m/0d1pc;208;1
/m/01vsy7t;/music/artist/track_contributions./music/track_contribution/role;/m/05r5c;13;2
/m/06z8gn;/film/actor/film./film/performance/film;/m/023vcd;1439;951
/m/04353;/people/person/profession;/m/02jknp;1;1
/m/0f4vx0;/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school;/m/0dzst;1;3
/m/01g_k3;/common/topic/webpage./common/webpage/category;/m/08mbj5d;2821;1
/m/07f5x;/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy;/m/04n6k;50;1
/m/012m_;/location/country/official_language;/m/0k0sv;4;7
/m/011j5x;/music/genre/artists;/m/01wn718;13;182
/m/05zlld0;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0hzlz;3;4
/m/03y5ky;/education/educational_institution/students_graduates./education/education/major_field_of_study;/m/02jfc;303;17
/m/013719;/education/educational_institution/school_type;/m/05jxkf;2;1
/m/01q7cb_;/people/person/places_lived./people/place_lived/location;/m/0ggh3;1;4
/m/0hgnl3t;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01pj7;77;28
/m/06bss;/common/topic/webpage./common/webpage/category;/m/08mbj5d;4155;1
/m/016kv6;/film/film/cinematography;/m/06r_by;6;1
/m/01w272y;/music/artist/track_contributions./music/track_contribution/role;/m/01vdm0;1;1
/m/0c8tkt;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;37;1
/m/0b73_1d;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;14;1
/m/0dlngsd;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d0vqn;1;1
/m/041y2;/education/field_of_study/students_majoring./education/education/student;/m/0dn3n;6;811
/m/047msdk;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d0vqn;2;1
/m/03rjj;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal;/m/02lq67;4;1
/m/02swsm;/music/record_label/artist;/m/015cxv;86;691
/m/0fphf3v;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0jgx;100;17
/m/034vds;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/01r7pq;196;696
/m/074j87;/tv/tv_program/genre;/m/066wd;1;3
/m/01w1sx;/film/film_subject/films;/m/018js4;55;1658
/m/01bcq;/film/actor/film./film/performance/film;/m/03tps5;1;1
/m/02r9p0c;/film/film/produced_by;/m/03_2y;1485;216
/m/01l4g5;/music/artist/track_contributions./music/track_contribution/role;/m/05148p4;20;5
/m/01b9z4;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;1063;1
/m/019m9h;/sports/sports_team/colors;/m/038hg;231;5
/m/06fcqw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/04g5k;21;13
/m/061dn_;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/047vp1n;2;30
/m/05nlzq;/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor;/m/0sw6y;3;1
/m/02bp37;/government/legislative_session/members./government/government_position_held/district_represented;/m/01n7q;3;4
/m/05kkh;/location/location/partially_contains;/m/0lm0n;5;1
/m/0pnf3;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;620;1
/m/01gsvb;/government/legislative_session/members./government/government_position_held/district_represented;/m/04ly1;2;1
/m/047vnkj;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06c1y;1;7
/m/05r6t;/music/genre/parent_genre;/m/09jw2;20;12
/m/01tqfs;/sports/sports_team/sport;/m/02vx4;9;1
/m/0175yg;/music/genre/artists;/m/02qsjt;16;50
/m/051m56;/people/person/gender;/m/05zppz;540;1
/m/0gbtbm;/tv/tv_program/genre;/m/01z77k;122;26
/m/02wgln;/award/award_nominee/award_nominations./award/award_nomination/award;/m/08_vwq;625;126
/m/04ck0_;/sports/sports_team/sport;/m/02vx4;168;1
/m/02x4sn8;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0dzz6g;15;43
/m/06s6l;/organization/organization_member/member_of./organization/organization_membership/organization;/m/02vk52z;2;1
/m/02704ff;/film/film/genre;/m/05p553;5;1
/m/09g0h;/people/person/profession;/m/02hrh1q;645;1
/m/03gj2;/organization/organization_member/member_of./organization/organization_membership/organization;/m/04k4l;3;2
/m/05dbyt;/film/actor/film./film/performance/film;/m/05_5rjx;831;321
/m/02mxw0;/film/actor/film./film/performance/film;/m/051ys82;914;921
/m/0c0yh4;/film/film/language;/m/064_8sq;1012;1
/m/01gst9;/government/legislative_session/members./government/government_position_held/district_represented;/m/05tbn;2;1
/m/0992d9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;6;1
/m/06p0s1;/people/person/profession;/m/0dgd_;1;1
/m/0373qt;/education/educational_institution/students_graduates./education/education/student;/m/053xw6;2;4
/m/047p7fr;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01p1v;81;7
/m/05r6t;/music/genre/artists;/m/01w02sy;15;215
/m/0fc_9;/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source;/m/0jbk9;1;1
/m/09q5w2;/film/film/genre;/m/06l3bl;58;14
/m/05c46y6;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/089g0h;11;3
/m/02f6g5;/film/film/genre;/m/05p553;1;1
/m/073h9x;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/0z4s;5;11
/m/02vk52z;/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category;/m/03w5xm;3;1
/m/03pp73;/film/actor/film./film/performance/film;/m/02q0v8n;931;526
/m/05c1t6z;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/07s8z_l;1;1
/m/025n3p;/people/person/place_of_birth;/m/02_286;1552;2
/m/03r0g9;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/01gf5h;1;1
/m/03q43g;/people/person/gender;/m/05zppz;258;1
/m/0hqly;/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency;/m/09nqf;643;1
/m/09swkk;/music/artist/track_contributions./music/track_contribution/role;/m/04q7r;269;99
/m/054krc;/award/award_category/nominees./award/award_nomination/nominated_for;/m/016z5x;10;94
/m/06t2t;/organization/organization_member/member_of./organization/organization_membership/organization;/m/0_2v;117;7
/m/0mwxz;/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency;/m/09nqf;7;1
/m/079yb;/base/biblioness/bibs_location/country;/m/03rjj;287;4
/m/02fgm7;/people/person/nationality;/m/0chghy;511;5
/m/03rtz1;/film/film/genre;/m/07s9rl0;123;1
/m/06rqw;/music/genre/artists;/m/01dw_f;41;55
/m/028fjr;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/03qbm;8;72
/m/02p3cr5;/music/record_label/artist;/m/01vv7sc;33;267
/m/01chpn;/film/film/genre;/m/01t_vv;279;17
/m/0fj52s;/food/food/nutrients./food/nutrition_fact/nutrient;/m/09gwd;1;1
/m/027986c;/award/award_category/winners./award/award_honor/award_winner;/m/016kb7;2;178
/m/0gq9h;/award/award_category/nominees./award/award_nomination/nominated_for;/m/072x7s;1;21
/m/0171cm;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;101;1
/m/0sxkh;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0chghy;57;3
/m/03_d0;/music/genre/artists;/m/01m15br;2;38
/m/0194zl;/film/film/language;/m/02h40lc;6;1
/m/0k525;/award/award_nominee/award_nominations./award/award_nomination/award;/m/02w9sd7;562;5
/m/08815;/education/educational_institution/students_graduates./education/education/student;/m/01jrvr6;11;1969
/m/02_01w;/common/topic/webpage./common/webpage/category;/m/08mbj5d;4299;1
/m/06g2d1;/people/person/nationality;/m/09c7w0;6;1
/m/093h7p;/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film;/m/09dv8h;12;224
/m/01l_yg;/film/actor/film./film/performance/film;/m/0k2sk;15;32
/m/01wgcvn;/common/topic/webpage./common/webpage/category;/m/08mbj5d;94;1
/m/02wtp6;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rj0;49;5
/m/03cw411;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;171;1
/m/02wtp6;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03h64;1;1
/m/03gwpw2;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/0fh694;5;188
/m/04bbv7;/people/person/profession;/m/09jwl;595;1
/m/017jd9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/077qn;1;1
/m/04f52jw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rj0;1;4
/m/09txzv;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/014kbl;427;19
/m/02fqrf;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0j1z8;36;4
/m/0gx1bnj;/film/film/genre;/m/02l7c8;653;4
/m/01qxc7;/award/award_winning_work/awards_won./award/award_honor/award;/m/0gqxm;32;6
/m/047p798;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01crd5;154;45
/m/02tjl3;/film/film/country;/m/0d060g;621;1
/m/0dz46;/award/award_nominee/award_nominations./award/award_nomination/award;/m/040_9s0;56;7
/m/07szy;/education/educational_institution/students_graduates./education/education/student;/m/031x_3;99;2174
/m/0crd8q6;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01vx2h;850;2
/m/02k13d;/business/job_title/people_with_this_title./business/employment_tenure/company;/m/0c0sl;13;131
/m/01pbs9w;/music/artist/track_contributions./music/track_contribution/role;/m/05r5c;242;1
/m/0bynt;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/03676;1;10
/m/09gdm7q;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;102;1
/m/05fjf;/common/topic/webpage./common/webpage/category;/m/08mbj5d;772;1
/m/02q56mk;/film/film/music;/m/0fpjyd;838;117
/m/0d060g;/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics;/m/019n8z;1;2
/m/02y8z;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/0h3y;8;107
/m/04f52jw;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/01pj7;2;4
/m/09tqxt;/award/award_category/nominees./award/award_nomination/nominated_for;/m/05c26ss;2;654
/m/09cm54;/award/award_category/winners./award/award_honor/award_winner;/m/014zcr;7;25
/m/08984j;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;174;1
/m/0kvf3b;/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium;/m/029j_;208;1
/m/03hjv97;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03f2w;317;30
/m/02h22;/film/film/executive_produced_by;/m/04w1j9;809;191
/m/09kr66;/people/ethnicity/people;/m/0j582;26;3084
/m/0_kfv;/common/topic/webpage./common/webpage/category;/m/08mbj5d;726;1
/m/07gyv;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/07dvs;7;108
/m/0dz46;/people/person/profession;/m/0kyk;1485;3
/m/01vtj38;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gkvb7;1122;70
/m/01738f;/music/genre/parent_genre;/m/016clz;50;23
/m/0gcpc;/film/film/film_festivals;/m/05ys0ws;4;1
/m/03f2_rc;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03tk6z;126;63
/m/0bmfnjs;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/04gzd;36;5
/m/02lf1j;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/02kk_c;1805;70
/m/06w87;/music/performance_role/regular_performances./music/group_membership/group;/m/0khth;67;23
/m/06w839_;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0345h;2;2
/m/09c7w0;/location/country/second_level_divisions;/m/0mqs0;1;1
/m/04jkpgv;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rt9;80;3
/m/02t__3;/film/actor/film./film/performance/film;/m/046f3p;1023;1285
/m/09c7w0;/location/country/second_level_divisions;/m/0mp08;1;12
/m/0b_7k;/award/award_nominee/award_nominations./award/award_nomination/award;/m/019f4v;12;1
/m/03_8r;/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country;/m/02k1b;1;22
/m/03x1s8;/education/educational_institution/school_type;/m/05jxkf;362;1
